编号,性质,标题,受理单位,作者,时间,状态,评论/点击
[78135],[诉求],藤县公租房房间漏水、渗水,书记信箱,evachan,2019-08-25,已回复,0/282
[78134],[诉求],建档立卡户,书记信箱,lzz,2019-08-25,已回复,0/296
[78133],[举报],万秀城管执法人员不作为,书记信箱,abcdef,2019-08-25,已回复,1/1215
[78131],[诉求],为何整改宝石行业，将居民生活用电也停电,书记信箱,qazxswedc,2019-08-25,已回复,1/320
[78110],[诉求],界线,书记信箱,jiaming,2019-08-24,已回复,0/219
[78094],[诉求],南宁百货一号门露天烧烤摊深夜扰民,书记信箱,不一样的我,2019-08-24,已回复,0/197
[78089],[建议],龙圩私宅区街道停车收费是否合规合理合法？,书记信箱,天更蓝,2019-08-23,已回复,0/305
[78085],[举报],蒙山县人民医院致产妇死亡,书记信箱,黄舞,2019-08-23,已回复,0/601
[78082],[建议],苍梧餐补是惠民还是鸡肋？,书记信箱,shqfzr,2019-08-23,已回复,1/532
[78078],[建议],梧州市门户环境何时整治？,书记信箱,丽景龙城,2019-08-23,已回复,0/188
[78061],[举报],“皇朝福邸小区午托协调会”决议有效力的吗？,书记信箱,平民一介,2019-08-23,已回复,3/225
[78046],[举报],编号76880名湖城一期楼板开裂逾期未答复,书记信箱,苍海桑田123,2019-08-23,已回复,0/905
[78043],[举报],76852号名湖城私自减楼层改变设计逾期未答复,书记信箱,苍海桑田123,2019-08-23,已回复,1/910
[78033],[诉求],梧州市中西医结合医院拖欠绩效工资,书记信箱,白幽灵,2019-08-22,已回复,0/1037
[78032],[诉求],排污渠损坏,书记信箱,愤青,2019-08-22,已回复,0/515
[78031],[诉求],77424还未得到回复！入学在即，望领导重视！,书记信箱,X包,2019-08-22,已回复,0/1015
[78027],[建议],关于平浪小区废弃加油站旁边的高速路出口,书记信箱,hyl,2019-08-22,已回复,0/564
[78016],[举报],万隆石场私自新增生产线，大肆破坏周边环境不复垦！,书记信箱,石桥张学友,2019-08-22,已回复,0/628
[78010],[诉求],富民二路道路路基掏空无人管,书记信箱,瓶瓶罐罐,2019-08-22,已回复,0/499
[77997],[咨询],村村通硬化路问题,书记信箱,WZZYJT,2019-08-21,已回复,0/1564
[77995],[举报],无证生产厂再次死灰复燃，是谁的监督出了问题？,书记信箱,轻轻的告诉你,2019-08-21,已回复,0/515
[77992],[诉求],东山冲变乱来冲？乱象和豆腐渣工程不断,书记信箱,林寒·,2019-08-21,已回复,2/654
[77991],[举报],好运花园小区的土地擅自建设,书记信箱,yzl03801,2019-08-21,已回复,2/404
[77990],[诉求],关于在岑溪市区楼盘开发商施工时造成粉尘性垃圾,书记信箱,ndb,2019-08-21,已回复,0/538
[77989],[建议],新型环保渣土车容量标准立项刻不容缓,书记信箱,岁月不居,2019-08-21,已回复,0/371
[77988],[举报],龙山路梧州市中小企业服务中心霸占公共道路,书记信箱,锯猪扒,2019-08-21,已回复,0/370
[77981],[举报],某废品回收店长年占道经营,书记信箱,二两螺蛳粉加辣,2019-08-21,已回复,0/198
[77980],[咨询],s310省道规划几年了不见动工！三堡至糯洞段！,书记信箱,15818084142,2019-08-21,已回复,0/594
[77968],[诉求],为什么公务员不外出也可以发车补事业单位不可以,书记信箱,三云散人,2019-08-21,已回复,4/1362
[77961],[诉求],第四次问政了，书记应该能让下面的人真正的为民办实事吧,书记信箱,希望在明天,2019-08-21,已回复,0/887
[77958],[举报],一代天城消防安保设施不规范，业主生命财产安全谁负责,书记信箱,rmqz001,2019-08-21,已回复,0/249
[77957],[举报],未领取建设工程规划许可证和土地证的情况下建房,书记信箱,yzl03801,2019-08-21,已回复,0/483
[77954],[诉求],请尽快答复76810,书记信箱,lym5632,2019-08-21,已回复,0/2068
[77941],[诉求],能否在市总工会门口合理设置人行斑马线？,书记信箱,永州人,2019-08-20,已回复,0/642
[77939],[诉求],异地不能使用住房公积金贷款,书记信箱,ca9982168,2019-08-20,已回复,0/431
[77929],[诉求],异地公积金贷款问题,书记信箱,奋斗终生,2019-08-20,已回复,0/295
[77928],[诉求],华盈房地产公司逾10年未为业主办不动产证,书记信箱,刘森,2019-08-20,已回复,0/1108
[77917],[诉求],烧烤油烟满天飞,书记信箱,专属夜工,2019-08-20,已回复,0/466
[77908],[举报],宵夜档油烟满天飞,书记信箱,专属夜工,2019-08-19,已回复,0/410
[77888],[咨询],梧州市中西医结合医院主体搬迁项目为何停滞不前？,书记信箱,cougar125168,2019-08-19,已回复,0/2237
[77879],[举报],编号：76909的诉求未能得到有效解决,书记信箱,jian91932,2019-08-19,已回复,0/528
[77877],[举报],梨埠至马江公路炸山震裂房子无人管,书记信箱,今天的我,2019-08-19,已回复,3/2034
[77874],[诉求],我的诉求为什么没有受理？,书记信箱,gaku,2019-08-19,已回复,0/458
[77866],[举报],新兴一路胜隆里夜里变窑子,书记信箱,城市之光,2019-08-19,已回复,1/775
[77860],[诉求],道路何时硬化,书记信箱,八角之香,2019-08-19,已回复,0/559
[77852],[举报],梧州南站施工噪音扰民——谁给的权利？,书记信箱,二分无赖,2019-08-19,已回复,1/320
[77840],[举报],苍梧中学安保,书记信箱,王总,2019-08-18,已回复,0/616
[77836],[诉求],公租房漏水、渗水,书记信箱,evachan,2019-08-18,已回复,0/388
[77815],[其它],关于门口摆放车辆,书记信箱,蒙山新联仔,2019-08-18,已回复,0/208
[77797],[举报],岑溪市马路镇富龙农庄违章占用农田建造高级别墅问题,书记信箱,法制,2019-08-17,已回复,0/260
[77783],[诉求],关于龙圩镇凤岭街峡顶街广信路交叉路口的不同意见,书记信箱,561226,2019-08-17,已回复,0/301
[77778],[举报],希望旺甫镇政府还路于民！,书记信箱,热心市民2019,2019-08-17,已回复,2/253
[77774],[诉求],广宇园花用电问题与公用绿化花园的问题,书记信箱,zgz,2019-08-17,已回复,0/185
[77768],[诉求],环境污染，噪音,书记信箱,梁庆,2019-08-17,已回复,0/112
[77766],[建议],真懒政还是假勤政？,书记信箱,张弛有度,2019-08-17,已回复,0/1639
[77760],[建议],岑溪义垌小学围墙外破烂泥石路却多年无人过问,书记信箱,义垌村打工仔,2019-08-17,已回复,2/209
[77747],[诉求],编号73481问政，请问相关部门，何时给出答复,书记信箱,zqga2020,2019-08-16,已回复,0/134
[77745],[举报],人造沙场沙车超载超速，偷税漏税,书记信箱,lsl958988838,2019-08-16,已回复,0/1048
[77730],[举报],月桂花城3号楼1单元物业公司对面的排风口问题,书记信箱,了无,2019-08-16,已回复,0/934
[77728],[举报],严管街新兴一路上演“一路两制”,书记信箱,plaTJ,2019-08-16,已回复,1/1254
[77707],[举报],投诉梧州恒大绿洲,书记信箱,15875774739,2019-08-15,已回复,0/1567
[77704],[举报],环境整治,书记信箱,wz527303,2019-08-15,已回复,0/504
[77699],[建议],西堤公园段西江防洪堤坝亮化绿化,书记信箱,光阳,2019-08-15,已回复,1/886
[77693],[咨询],梧州市特色旅游名镇之岭景镇开工了什么旅游名镇项目？,书记信箱,光阳,2019-08-15,已回复,0/773
[77681],[举报],校园路飙车扰民,书记信箱,洪佳玲,2019-08-15,已回复,0/652
[77669],[诉求],#温馨嘉园停工46个月，业主维权未果#,书记信箱,wxjy1106,2019-08-15,已回复,0/807
[77665],[咨询],新兴二路红绿灯问题,书记信箱,haiyu27,2019-08-15,已回复,0/599
[77661],[诉求],危房改造补助款被镇政府滞留将近一年,书记信箱,韦一溪,2019-08-14,已回复,0/605
[77657],[诉求],水深火热,书记信箱,nsq,2019-08-14,已回复,0/355
[77654],[举报],梧州指南书城工作人员工作态度差素质低,书记信箱,我能行我可以,2019-08-14,已回复,1/459
[77650],[咨询],请问207国道梧州至岑溪二改一公路工程何时开工建设？,书记信箱,传祺,2019-08-14,已回复,0/938
[77645],[建议],商业地块,书记信箱,xdxy,2019-08-14,已回复,0/330
[77634],[举报],梧州高新区灰尘满天飞,书记信箱,小可乐,2019-08-14,已回复,0/522
[77632],[诉求],岑溪市城市花园的人居安全问题,书记信箱,八八,2019-08-14,已回复,8/1050
[77629],[诉求],举办演唱会承诺退票无果,书记信箱,sxlove1577,2019-08-14,已回复,3/1336
[77626],[诉求],恳求政府解决8月9演唱会退票事,书记信箱,兔兔123,2019-08-14,已回复,1/927
[77617],[建议],横行过马路车多……危险！,书记信箱,虞祥,2019-08-14,已回复,0/517
[77613],[诉求],梧州演唱会退票维权难,书记信箱,lidac3388,2019-08-14,已回复,2/931
[77608],[举报],龙山路8号大富贵宾馆卖淫猖獗,书记信箱,Hiyou,2019-08-14,已回复,1/902
[77605],[举报],梨埠镇政府书记驱赶良好公民离开公共场地,书记信箱,行止,2019-08-14,已回复,1/2513
[77579],[举报],为何苍梧城投的采砂船可以在禁采区采砂？,书记信箱,待事要公平,2019-08-13,已回复,0/550
[77578],[举报],铁路桥下破坏山头建制砂厂，谁人给的权利？,书记信箱,六堡茶好好喝,2019-08-13,已回复,0/401
[77577],[诉求],苍梧中学保安粗暴,书记信箱,华清,2019-08-13,已回复,0/624
[77575],[诉求],梧州市西江四桥何时通车,书记信箱,夜长梦多,2019-08-13,已回复,1/743
[77572],[诉求],梧州市灏景玥城迟迟不办理商品房不动产登记问题,书记信箱,皇城脚下,2019-08-13,已回复,1/734
[77564],[诉求],我市既有住宅加装电梯管理办法何时出台,书记信箱,岭南散人,2019-08-13,已回复,0/1868
[77560],[建议],关于推进“鸳鸯江”文艺创作奖奖励办法继续实施的建议,书记信箱,岭南散人,2019-08-13,已回复,0/435
[77536],[咨询],市区公租房申请条件,书记信箱,WZS,2019-08-13,已回复,0/393
[77504],[其它],不动产测绘退费,书记信箱,好运来2019,2019-08-12,已回复,0/747
[77486],[诉求],玫瑰湖公园惊现死鱼,书记信箱,5632,2019-08-12,已回复,0/899
[77473],[咨询],关于24路公车路线问题,书记信箱,cw123456,2019-08-12,已回复,0/462
[77471],[诉求],关于问政编号75680和76938一直没有回复,书记信箱,漂泊在外的jacky,2019-08-12,已回复,0/465
[77468],[举报],岑溪市马路镇富龙农庄安装在卫生院路口问题,书记信箱,覃世龙,2019-08-12,已回复,0/384
[77458],[举报],苍梧中学无法保证学生的日常生活,书记信箱,⃢,2019-08-11,已回复,0/654
[77453],[诉求],道路问题,书记信箱,万秀网友,2019-08-11,已回复,0/333
[77431],[诉求],长洲水利枢纽三四线船闸工程糖厂移民安置遗留问题,书记信箱,wy0305,2019-08-11,已回复,0/320
[77429],[诉求],弱势群体就不用理是吗？一百多户人用电难啊！,书记信箱,何大懂,2019-08-11,已回复,2/304
[77425],[举报],红岭一号小区北侧半幅通行道路尘土飞扬垃圾遍地,书记信箱,红岭一号111,2019-08-11,已回复,0/379
[77424],[诉求],岑溪市第三小学不按文件招生,书记信箱,X包,2019-08-11,已回复,0/589
[77419],[诉求],马路市场由谁管,书记信箱,mwj1,2019-08-11,已回复,0/258
[77415],[建议],如何让客人来到梧州感觉身临粤港,书记信箱,开心见诚,2019-08-11,已回复,0/259
[77414],[建议],望18路车绕行迎宾路终结不通公交的岁月,书记信箱,TWO2,2019-08-11,已回复,0/310
[77395],[诉求],龙圩区水压问题何时能解决,书记信箱,黄糖,2019-08-10,已回复,0/231
[77393],[诉求],文化小学内教师宿舍问题,书记信箱,李成飞,2019-08-10,已回复,0/189
[77392],[建议],道路维护栏设置不合理，影响观光和生活,书记信箱,西江小小鱼,2019-08-10,已回复,0/252
[77389],[咨询],岑溪科目三,书记信箱,江上太公,2019-08-10,已回复,0/304
[77380],[诉求],岑溪市第三小学违规招生问题,书记信箱,X包,2019-08-10,已回复,0/406
[77377],[诉求],海骏达花园三期业主回家的路在何方,书记信箱,jth7884825,2019-08-09,已回复,0/315
[77370],[举报],牛啵！编号75976，一个多月未回复。,书记信箱,岑溪黄金,2019-08-09,已回复,0/356
[77357],[举报],藤州中学高三领导和老师,书记信箱,李商隐,2019-08-09,已回复,0/346
[77332],[诉求],代开发票,书记信箱,我是男人,2019-08-09,已回复,0/724
[77327],[举报],御山帝景居民投诉奥卡光学仪器厂噪音扰民！！,书记信箱,还我清净113,2019-08-09,已回复,1/831
[77296],[诉求],2018年增量绩效,书记信箱,12345绩效工资,2019-08-08,已回复,0/2550
[77294],[诉求],关于藤州中学、华府御苑生活污水,违规排放问题的反映,书记信箱,陈宁,2019-08-08,已回复
[77282],[举报],苍海高中停水,书记信箱,洪佳玲,2019-08-08,已回复,0/504
[77280],[举报],梧州公积金中心不作为,书记信箱,ljchao02,2019-08-08,已回复,4/1331
[77269],[举报],[76769]违规执法未见回复,书记信箱,dilon,2019-08-08,已回复,0/743
[77262],[诉求],安置房龙安小区在取得不动产证后是否可以进行转让交易,书记信箱,GINY,2019-08-08,已回复,0/679
[77253],[诉求],龙圩城区供水困难,书记信箱,泉力以赴,2019-08-07,已回复,0/435
[77249],[举报],不作为,书记信箱,lhrlgc,2019-08-07,已回复,0/3043
[77245],[诉求],请求给公积金异地贷款一个缓冲期,书记信箱,L_FTTS,2019-08-07,已回复,1/816
[77235],[诉求],给我小孩一个上学的机会,书记信箱,ljchao02,2019-08-07,已回复,0/983
[77208],[诉求],关于异地提供公积金的建议,书记信箱,奋斗终生,2019-08-06,已回复,2/874
[77207],[咨询],蒙山县教师调出无法正常办理,书记信箱,一剑轻安,2019-08-06,已回复,1/742
[77198],[咨询],关于梧州市红岭一号三期办证的疑问,书记信箱,平安喜乐,2019-08-06,已回复,0/769
[77196],[举报],为何汛期会有那么多船采砂？,书记信箱,天使也一样,2019-08-06,已回复,0/686
[77194],[举报],万隆石场严重安全隐患，市领导请重视,书记信箱,山上有石滚下来,2019-08-06,已回复,0/844
[77189],[建议],新兴三路没按照试验段改造，毫无美感！,书记信箱,西江黄金水道,2019-08-06,已回复,1/839
[77183],[诉求],御景名城粪水浇菜恶臭三多月关部门劝说仍无济于事,书记信箱,福报,2019-08-06,已回复,0/394
[77179],[诉求],不敢移步上门问询，无需当面详细解答，只求公布原始报告,书记信箱,wczy1,2019-08-06,已回复,0/1232
[77175],[诉求],上三云路20-1号龙园花园水压异常,书记信箱,龙园,2019-08-06,已回复,0/366
[77166],[诉求],工人医院孕期护士怀孕7个月前依然要上夜班的问题,书记信箱,冰西街群众,2019-08-06,已回复,1/1229
[77165],[举报],编号76821问政长洲区敷衍答复，望关注,书记信箱,马儿吃草,2019-08-06,已回复,0/550
[77158],[咨询],村村通硬化路未落实,书记信箱,WZZYJT,2019-08-05,已回复,0/987
[77154],[建议],万秀区和长洲区的社区居委上班时间为什么不一样？,书记信箱,问政男,2019-08-05,已回复,4/767
[77147],[诉求],学区小学不录取学区地段的适龄儿童,书记信箱,桂二,2019-08-05,已回复,0/619
[77139],[诉求],请问76728编号诉求怎么不见回复！,书记信箱,幸运女神,2019-08-05,已回复,0/878
[77132],[诉求],市长信箱超时不回复信件,书记信箱,scarlett,2019-08-05,已回复,0/694
